548.89,128.10,168.77,121.62,91.16,80.43,59.98,34.77,-30.50,-40.17,-47.44,-26.28,-27.07,-21.92,-18.90,0.04
603.35,133.00,110.61,62.53,54.02,38.16,26.27,-8.90,4.69,-20.20,-22.17,-11.24,-25.63,-6.41,-12.41,-2.07
603.35,133.65,107.76,63.86,51.49,38.23,24.98,-8.21,4.55,-21.36,-21.42,-11.19,-24.82,-6.32,-12.54,-1.68
548.70,128.27,169.01,120.75,92.25,80.17,59.46,34.64,-29.64,-40.86,-47.34,-25.49,-27.98,-22.18,-18.30,0.07
