622.93,131.62,177.80,131.28,110.04,40.12,-1.68,-41.70,-68.95,-81.91,-56.81,-25.63,7.85,8.85,12.25,15.46
626.91,119.47,175.38,151.46,108.91,53.69,0.80,-58.68,-81.36,-84.70,-48.42,-23.31,-1.09,21.06,19.98,6.33
625.45,114.14,175.38,160.01,115.20,61.80,0.76,-68.43,-92.14,-87.20,-45.28,-20.90,-0.14,26.30,21.58,3.23
623.73,130.40,177.25,133.43,109.27,41.43,-1.56,-43.20,-69.17,-82.42,-56.34,-24.98,6.63,9.75,13.17,14.59
