877.43,34.80,-11.39,-27.24,27.04,-11.24,-13.89,25.96,-25.22,11.98,0.19,-6.73,4.38,0.64,-4.32,3.34
794.79,34.83,-11.68,-26.83,26.95,-11.50,-13.02,25.53,-24.86,12.35,-0.09,-6.32,4.42,0.30,-3.84,2.98
791.53,34.55,-11.13,-27.21,26.75,-10.84,-14.18,26.18,-25.04,11.93,0.47,-6.69,4.33,0.73,-4.48,3.34
877.43,34.80,-11.39,-27.24,27.04,-11.24,-13.89,25.96,-25.22,11.98,0.19,-6.73,4.38,0.64,-4.32,3.34
